ID,Nimi,Number,Liik,Tee_GID,Piirkiirus,Kate
1949, ,,kvartalisisene tänav,{C4D5B197-1108-43DA-BE71-6A263D50B882},50,kattega tee (katte liik teadmata)
1950, ,,kvartalisisene tänav,{010981D9-089E-4C24-8DAF-D0ABE3746644},50,kattega tee (katte liik teadmata)
1951, ,,jalgrada,{9857F01A-E92C-4290-8800-5F83A39172C1},50,kruusatee
1952, ,,kvartalisisene tänav,{6F2FC692-C055-49DA-BA0F-9FC2BF122964},30,kattega tee (katte liik teadmata)
1953, ,,kvartalisisene tänav,{26628ACC-391E-42D3-B54F-99FC0AA30290},50,kattega tee (katte liik teadmata)
1954, ,,kvartalisisene tänav,{E283BF9E-E7B8-4FC9-B7FB-6351FD3C99D1},50,kruusatee
1955, ,,kvartalisisene tänav,{C961BD0D-0915-4FA0-B6C7-541E6E498745},50,kattega tee (katte liik teadmata)
1956, ,,kvartalisisene tänav,{CA1C7A94-B7F3-4429-B702-4DEF183F1BC2},50,kattega tee (katte liik teadmata)
1957, ,,kvartalisisene tänav,{FF77FBB4-33E2-4971-B245-E4E366197924},30,kattega tee (katte liik teadmata)
1958, ,,kvartalisisene tänav,{DFF6EB38-7116-4AAF-8609-C53E755F61DA},50,pinnastee
1959, ,,kvartalisisene tänav,{8305866D-29A5-4312-903F-B4057FFB407C},50,kattega tee (katte liik teadmata)
1960, ,,jalgrada,{9E3D37EC-6F47-497D-8915-73A683262C88},50,pinnastee
1961, ,,kvartalisisene tänav,{BB7D9D33-AAD2-4798-860B-3D063E45129D},50,kattega tee (katte liik teadmata)
1962, ,,kõrvaltänav,{9E8A7484-563C-425C-91E1-BEA0683146BC},50,kruusatee
1963, ,,kvartalisisene tänav,{792674DB-C184-4D4B-A93D-15EF73B29C64},50,kattega tee (katte liik teadmata)
1964, ,,jalgrada,{4A25158D-B25F-42FF-AB30-1852CB7DDBA7},50,kruusatee
1965, ,,kvartalisisene tänav,{D613C57E-C2CF-417D-923D-53F0A57D7780},50,kattega tee (katte liik teadmata)
1966, ,,planeeritav tee,{E7A9D0E3-1AAC-46C0-A9E8-2003AD4A67AC},50,teadmata
1967, ,,kvartalisisene tänav,{F27A89D6-911A-40B7-9C21-F46235AFC978},50,kattega tee (katte liik teadmata)
1968, ,,jalgrada,{61D7F732-1D39-429C-AB43-A0297F73179A},50,kruusatee
1969, ,,kvartalisisene tänav,{47F20D15-C05C-4FB0-8BDE-C05369201F8A},10,kruusatee
1970, ,,kvartalisisene tänav,{A30C18C6-6245-4745-8CE4-291B073829D5},50,kattega tee (katte liik teadmata)
1971, ,,kvartalisisene tänav,{F958E0FB-2B90-4281-82DC-5563ABFF1CEE},50,kattega tee (katte liik teadmata)
1972, ,,kvartalisisene tänav,{B03F38DC-801D-4925-B238-508CB2402BEA},30,kattega tee (katte liik teadmata)
1973, ,,kvartalisisene tänav,{FEC89AD1-1066-4A42-958A-D8128609EE12},50,kattega tee (katte liik teadmata)
1974, ,,kvartalisisene tänav,{E92A9E9E-7A6D-4F5D-8C94-F5C936CBC733},50,kattega tee (katte liik teadmata)
1975, ,,kvartalisisene tänav,{E82AAFDD-9F88-42AC-AAB8-3221AF8113C9},30,pinnastee
1976, ,,jalgrada,{C78B538E-4DAB-43BF-83FF-C44D8225D6D6},50,kruusatee
1977, ,,kvartalisisene tänav,{281407C9-A664-4225-858D-F0E7312FC603},50,kattega tee (katte liik teadmata)
1978, ,,muu tee,{A95EB66B-F62C-4FFB-8885-580F2554E509},90,kattega tee (katte liik teadmata)
1979, ,,kvartalisisene tänav,{ED9375CF-F946-46FB-A505-7BDDEFD0BCD0},50,kattega tee (katte liik teadmata)
1980, ,,jalgrada,{0AA13B9D-E2C1-4EE1-B265-04984D4ECA90},50,kruusatee
1981, ,,kvartalisisene tänav,{BA23F896-BC97-441A-9BBF-3A30146B6550},50,kattega tee (katte liik teadmata)
1982, ,,kvartalisisene tänav,{944AC325-41E2-48FF-AA35-1C46875B1F20},50,kattega tee (katte liik teadmata)
1983, ,,kvartalisisene tänav,{D4F1DBE1-D0E0-4DD5-BCD2-5CCA8014C731},50,kattega tee (katte liik teadmata)
1984, ,,kvartalisisene tänav,{D2CD481D-2472-4277-8EF5-34B2E73F2229},50,kattega tee (katte liik teadmata)
1985, ,,jalgrada,{8689CD5B-D062-4D24-B428-B4B3D6EBEF26},50,kruusatee
1986, ,,kvartalisisene tänav,{FE2D1403-865A-444F-9FE2-33248F08A67B},50,kattega tee (katte liik teadmata)
1987, ,,kvartalisisene tänav,{748E5D6D-BE10-47D9-B6DB-2B91DFC72B67},50,sillutiskate
1988, ,,kvartalisisene tänav,{5273B05B-C01C-404C-A65F-90DA41866F97},50,kattega tee (katte liik teadmata)
1989, ,,kvartalisisene tänav,{FAEF8574-BBBC-4A63-8B5D-9AD7EF6BD20C},50,kruusatee
1990, ,,kvartalisisene tänav,{037485BD-42BA-4876-889D-728B8524FCDF},50,pinnastee
1991, ,,kvartalisisene tänav,{39D3D943-AAAF-4541-9B36-CE1779219644},50,kattega tee (katte liik teadmata)
1992, ,,kvartalisisene tänav,{CE16C7FA-1A11-43F7-BCBB-6F6CFBC39359},50,kruusatee
1993, ,,kvartalisisene tänav,{658CBAAB-3F4B-4459-8472-CDF888C6EA07},50,kattega tee (katte liik teadmata)
1994, ,,kvartalisisene tänav,{60AF7CAD-4660-451B-AB16-44ED8278420F},50,kattega tee (katte liik teadmata)
1995, ,,kvartalisisene tänav,{3612EB8F-F4E3-4A6D-9D43-FF5A59E3739A},50,pinnastee
1996, ,,kvartalisisene tänav,{7993D9DF-76E3-42E3-9216-FC3B1535F77A},50,kattega tee (katte liik teadmata)
1997, ,,kvartalisisene tänav,{ABE80957-A136-4F1B-8430-65EE590CFCE7},50,kattega tee (katte liik teadmata)
1998, ,,kvartalisisene tänav,{1370418B-9161-4685-9F48-91BDCEC68718},50,kattega tee (katte liik teadmata)
1999, ,,kvartalisisene tänav,{01F35D37-88F6-48FF-91D1-FD47CD46BF3B},50,kruusatee
2000, ,,kvartalisisene tänav,{E4D815AF-3D75-4D4C-A000-40C3B41B3BD6},50,kattega tee (katte liik teadmata)
2001, ,,kvartalisisene tänav,{18869FFA-7731-403B-A7C1-1B175565C0C3},50,kattega tee (katte liik teadmata)
2002, ,,kvartalisisene tänav,{E976A10F-C6C3-485C-A552-7E503AC40DB0},50,kattega tee (katte liik teadmata)
2003, ,,kvartalisisene tänav,{042DA53E-9AF9-4119-A159-21CA3A098F63},50,kattega tee (katte liik teadmata)
2004, ,,kvartalisisene tänav,{7BFB4FB8-6111-4060-B9BC-89F83E44F195},50,kattega tee (katte liik teadmata)
2005, ,,kvartalisisene tänav,{4A97459C-785B-4D57-9905-12A09CB42FDA},50,kattega tee (katte liik teadmata)
2006, ,,kvartalisisene tänav,{1E2047A7-4E70-4780-BEA3-087BE0A1CDDD},50,kattega tee (katte liik teadmata)
2007, ,,kvartalisisene tänav,{89C49B6B-3C04-4355-A893-510A21A3A970},50,kattega tee (katte liik teadmata)
2008, ,,kvartalisisene tänav,{94D51543-A4F3-4B59-B7C1-183F28E670D6},50,kattega tee (katte liik teadmata)
2009, ,,kvartalisisene tänav,{DCBCA4A3-B73A-4E12-ADF3-BD957FA2B29D},50,kattega tee (katte liik teadmata)
2010, ,,kvartalisisene tänav,{4423C4BD-7F4F-453F-9F24-43C77A10597A},50,kattega tee (katte liik teadmata)
2011, ,,kvartalisisene tänav,{20891211-0637-4859-94CD-6EE29AAFE73D},50,kruusatee
2012, ,,jalgrada,{E7C9F824-DDC2-49E1-9CCE-72B8482DE095},90,kruusatee
2013, ,,kvartalisisene tänav,{FFE2C60D-1C71-4C20-A2F6-4E6DA3398D20},50,kruusatee
2014, ,,jalgrada,{7757DF13-CAB7-4CCC-8158-5D7F5CCD7817},50,pinnastee
2015, ,,kvartalisisene tänav,{C002498E-CC66-44D0-A144-437889CDE3F5},50,kattega tee (katte liik teadmata)
2016, ,,muu tee,{2634AF72-5137-420D-B0E6-EE64FE1255D4},90,pinnastee
2017, ,,kvartalisisene tänav,{9D409886-2F4E-473E-9696-207340F5EAAE},50,kruusatee
2018, ,,muu tee,{50192A03-E432-4C42-B2B3-AFD8FEC5EBC1},90,kattega tee (katte liik teadmata)
2019, ,,kvartalisisene tänav,{CFF6D99F-67BA-4695-B15F-316E0C105BFB},30,kruusatee
2020, ,,kvartalisisene tänav,{EDED02C0-9AC9-4447-A125-62E9D1A0500C},50,kruusatee
2021, ,,kvartalisisene tänav,{9C4F7B03-5AD3-4AD4-92C6-F35C898FB1CC},50,kattega tee (katte liik teadmata)
2022, ,,kvartalisisene tänav,{167AFF98-409A-4C8D-97BF-EFED4E75B75C},50,kattega tee (katte liik teadmata)
2023, ,,kvartalisisene tänav,{ACA4B1D0-BFE7-4C3A-B592-3DFFED483BE3},50,kattega tee (katte liik teadmata)
2024, ,,planeeritav tee,{6B0952AE-8F61-4A2D-A4D9-F6C76E50366D},50,teadmata
2025, ,,kõrvaltänav,{210E6689-5089-4E00-9947-33F7F387AE1C},50,sillutiskate
2026, ,,kvartalisisene tänav,{219FD6CF-CC7D-4CA9-A799-8D3905D19E59},50,pinnastee
2027, ,,kvartalisisene tänav,{2DA2BE03-1CD3-4307-B337-6D506F212E70},30,kruusatee
2028, ,,jalgrada,{896BCDE5-97B0-4BBC-8D29-BB53D43C418E},50,kruusatee
2029, ,,kvartalisisene tänav,{E080E9F2-3569-4BA6-A6B2-B98399EE5EAD},50,kruusatee
2030, ,,kõrvaltänav,{96B7783F-89CC-4EF0-8BAC-82F191F83E55},50,kruusatee
2031, ,,kvartalisisene tänav,{F466AFAA-74DA-4DC3-A52C-5B4FE555B130},50,kattega tee (katte liik teadmata)
2032, ,,planeeritav tee,{0BF388BD-805D-4F59-8114-270F64E9257F},50,teadmata
2033, ,,kvartalisisene tänav,{586EC0DE-0256-499D-A5A5-2367A94DE38E},50,kattega tee (katte liik teadmata)
2034, ,,kvartalisisene tänav,{E913424A-ED32-436B-9633-5F5ADA534509},30,kruusatee
2035, ,,kvartalisisene tänav,{E6EAC25D-D6A3-4683-8DD0-3C593DB105B5},50,kruusatee
2036, ,,kvartalisisene tänav,{D748902B-9F06-4BB8-868B-C1C3F802EFAE},50,kattega tee (katte liik teadmata)
2037, ,,kvartalisisene tänav,{436465C7-77F2-447E-829A-78C3D22644B2},50,kattega tee (katte liik teadmata)
2038, ,,kvartalisisene tänav,{15EDD053-EC64-4DF2-A8F1-B085151752F6},50,kruusatee
2039, ,,planeeritav tee,{5057254D-B635-4A32-8C9A-3F9777BDE1E5},50,teadmata
2040, ,,kvartalisisene tänav,{2A024C05-21EB-4CFA-9558-99300A65CAF3},50,kattega tee (katte liik teadmata)
2041, ,,jalgrada,{D6D77ED1-3B34-445D-9406-AB613EAABD20},50,kruusatee
2042, ,,kvartalisisene tänav,{74582BB5-E147-4739-9153-01139FC3ED4D},30,kattega tee (katte liik teadmata)
2043, ,,kvartalisisene tänav,{19508F76-CA45-417A-A867-AF90B4FF8F2E},50,kattega tee (katte liik teadmata)
2044, ,,kõrvaltänav,{1901BA50-6ED6-461A-8D06-4FAA2F3AE3F3},50,kattega tee (katte liik teadmata)
2045, ,,kvartalisisene tänav,{1586C6F3-8FF4-4129-851D-AF699F90698F},50,kattega tee (katte liik teadmata)
2046, ,,kvartalisisene tänav,{40BA799A-C161-4217-8FC4-0F54CC433D39},50,kattega tee (katte liik teadmata)
2047, ,,kvartalisisene tänav,{1E7DEAE3-0F59-46A1-809B-2A52245E5A23},50,kattega tee (katte liik teadmata)
2048, ,,kvartalisisene tänav,{A3009D7A-CCF6-4DE9-BD86-79E2FA77172E},50,kattega tee (katte liik teadmata)
2049, ,,kvartalisisene tänav,{61231E1C-359C-4895-99A8-1AAC5BC55A4B},50,kattega tee (katte liik teadmata)
2050, ,,kvartalisisene tänav,{E64D8218-CC3D-494B-B368-3DB33EDAE897},50,pinnastee
2051, ,,kvartalisisene tänav,{5B16284D-4856-49CE-BEC5-249DBC6213A9},50,kattega tee (katte liik teadmata)
2052, ,,kvartalisisene tänav,{8CF603EA-5CD4-4B99-853E-0036C32110AA},50,kattega tee (katte liik teadmata)
2053, ,,kvartalisisene tänav,{181AA3FB-F8D3-40C0-813B-4615D006C7DE},50,kattega tee (katte liik teadmata)
2054, ,,jalgrada,{243431E7-FB49-423D-8938-89557A44D18C},50,kruusatee
2055, ,,kvartalisisene tänav,{991C5833-76B1-44D3-A4E8-543FE08D2742},50,kattega tee (katte liik teadmata)
2056, ,,muu tee,{0A7D052E-5BAE-42ED-85FD-4BB5EE382AFA},90,pinnastee
2057, ,,kvartalisisene tänav,{F8D39C56-CF67-4A94-9D8F-7D6EDC5747CD},50,kruusatee
2058, ,,kvartalisisene tänav,{DF574EAB-4C68-46E5-8968-45C57FE473DD},30,kattega tee (katte liik teadmata)
2059, ,,kvartalisisene tänav,{E5ED465C-023E-4AA3-B0B1-6CE9B26709BD},50,kattega tee (katte liik teadmata)
2060, ,,kvartalisisene tänav,{84FB3380-C966-4B42-A2A4-2FE4A3BB0F12},50,kattega tee (katte liik teadmata)
2061, ,,kvartalisisene tänav,{ED93E276-9C06-4005-8ACE-77689CE39D45},50,kattega tee (katte liik teadmata)
2062, ,,kvartalisisene tänav,{C6F1A23F-52AF-436E-B760-4C701B590E8E},50,kruusatee
2063, ,,jalgrada,{9B7B95AC-19B3-442F-AA82-ECE3B466B902},50,kruusatee
2064, ,,muu tee,{BB173EB3-531C-4CD7-9491-579A129D9D86},90,pinnastee
2065, ,,kvartalisisene tänav,{252CFE28-5868-4E25-B654-684F8C869896},50,kattega tee (katte liik teadmata)
2066, ,,kvartalisisene tänav,{61FF4EA1-CEA4-4083-A498-11B884BAB81A},50,kattega tee (katte liik teadmata)
2067, ,,jalgrada,{FDF534F2-E924-4D46-B6A1-963058C7DE30},50,kruusatee
2068, ,,muu tee,{83DC6478-DCA2-433D-A29F-1BE2B61E1F97},90,pinnastee
2069, ,,jalgrada,{6336EB93-7059-4B43-AA8E-ADED1127DC7B},50,"kruus, killustik jms"
2070, ,,kvartalisisene tänav,{B173A833-2650-486E-9701-6D52239F2646},50,kattega tee (katte liik teadmata)
2071, ,,kvartalisisene tänav,{BADEC053-EFDC-4D58-B3BE-DBFFBD98A47A},30,kruusatee
2072, ,,kvartalisisene tänav,{FF361E3B-6F96-4D34-9D7C-B895805D23FD},50,kattega tee (katte liik teadmata)
2073, ,,jalgrada,{258038E0-DD7F-40B2-AE45-48E846C3B2EC},50,kruusatee
2074, ,,kvartalisisene tänav,{8D94C57B-FE81-47D1-9D91-94870E8FF3EB},50,kattega tee (katte liik teadmata)
2075, ,,kvartalisisene tänav,{2F4189D4-7E15-4227-8243-2555BE34380E},50,kattega tee (katte liik teadmata)
2076, ,,kvartalisisene tänav,{66D0EACA-62A4-4B5B-AEEE-50EA41863DD0},50,kruusatee
2077, ,,kvartalisisene tänav,{869838DF-35C3-423F-B11D-B86571F44F14},50,kattega tee (katte liik teadmata)
2078, ,,jalgrada,{DCCDD8F1-335C-4287-91C3-353FC61ABBE4},50,kruusatee
2079, ,,kvartalisisene tänav,{2E430C24-1853-4074-813B-16230DBC0554},50,kattega tee (katte liik teadmata)
2080, ,,kvartalisisene tänav,{B63BD674-AE67-4440-846C-04A9141DDFA2},50,kattega tee (katte liik teadmata)
2081, ,,kvartalisisene tänav,{6C383E1A-4C9B-4797-9606-AF4BA8B9BC84},20,kattega tee (katte liik teadmata)
2082, ,,muu tee,{8B0BB3E7-5DBC-45BD-922D-6980A485BB36},90,kattega tee (katte liik teadmata)
2083, ,,kvartalisisene tänav,{E5764EBC-4E73-452D-8B28-4C4282666D85},50,pinnastee
2084, ,,jalgrada,{C21C73AE-F1F5-48EE-A59F-344B30011D9A},50,kruusatee
2085, ,,kvartalisisene tänav,{97C2BD43-0EE4-472B-8DCB-DD5C3759EAB1},50,kruusatee
2086, ,,kvartalisisene tänav,{63B96CC4-20B9-4AE6-8EF3-2A83A05B0857},50,kruusatee
2087, ,,kvartalisisene tänav,{83610856-A6FB-42B3-9397-62485A7DF211},50,kattega tee (katte liik teadmata)
2088, ,,muu tee,{171565AE-D9B8-4301-9A2E-F31D1A016B8A},90,pinnastee
2089, ,,kvartalisisene tänav,{8EF63392-AD42-4A13-8DFE-BFF594BE3EB1},50,kattega tee (katte liik teadmata)
2090, ,,kvartalisisene tänav,{C702303C-F234-4519-8844-8360CFA1B632},50,kattega tee (katte liik teadmata)
2091, ,,kvartalisisene tänav,{805B1F12-DCFC-4D65-8535-004CDC014B39},50,kattega tee (katte liik teadmata)
2092, ,,kvartalisisene tänav,{931FE3E3-D948-4B83-9DB8-CB3A8BBA8A3B},50,kattega tee (katte liik teadmata)
2093, ,,jalgrada,{D9B603F2-78A3-403E-96EE-8F88ABE33375},50,kruusatee
2094, ,,kvartalisisene tänav,{2951CECC-81EE-4A6C-9C66-48D5808B9635},50,kattega tee (katte liik teadmata)
2095, ,,kvartalisisene tänav,{3D07A729-ED8B-4A7E-896B-224752FC988C},50,kattega tee (katte liik teadmata)
2096, ,,kvartalisisene tänav,{4F2DA610-E429-42ED-AD4B-5DBBA5E2F82D},50,kattega tee (katte liik teadmata)
2097, ,,jalgrada,{FC5D6335-C0C4-4369-9BD4-45C43DA28CEF},50,kruusatee
2098, ,,kvartalisisene tänav,{D1971877-FCDC-4339-BAEA-C6475F427A59},50,kattega tee (katte liik teadmata)
2099, ,,kvartalisisene tänav,{45A4EA6E-099F-4E45-BD7E-503A3F06F192},30,kruusatee
2100, ,,kvartalisisene tänav,{FF216DA3-DD9A-49ED-A5BF-E801AA00B2F4},50,kattega tee (katte liik teadmata)
2101, ,,jalgrada,{F29F7A21-BAF9-42DE-93C0-C50868989CE8},50,"kruus, killustik jms"
2102, ,,kvartalisisene tänav,{85C2D8F8-7589-4C1E-8CB1-F78C74802331},50,pinnastee
2103, ,,kvartalisisene tänav,{E43096F9-7ED4-4F94-915D-49D6B9AD0155},50,kattega tee (katte liik teadmata)
2104, ,,kvartalisisene tänav,{B9C51816-7490-421F-BC27-49BD8F0D7E5C},50,kattega tee (katte liik teadmata)
2105, ,,kvartalisisene tänav,{61ADCD0E-8632-43BD-9BE0-CBBA400034E0},20,kattega tee (katte liik teadmata)
2106, ,,kvartalisisene tänav,{E696E7B3-9AD9-4D03-91BE-8FD199316D40},50,kattega tee (katte liik teadmata)
2107, ,,kvartalisisene tänav,{35A42AA7-7705-457B-8E94-1C964DB1F343},30,kattega tee (katte liik teadmata)
2108, ,,kvartalisisene tänav,{83DDE37D-B6A9-4727-BF8B-06A0EBC5FFC0},50,kattega tee (katte liik teadmata)
2109, ,,muu tee,{480987F8-CA63-4010-B3B4-9DE1BBCD8200},90,kruusatee
2110, ,,kvartalisisene tänav,{39617FA5-4DDA-4F3A-8847-D2F81828FFFB},50,kattega tee (katte liik teadmata)
2111, ,,kvartalisisene tänav,{B058E68C-A2E9-4C74-BCAC-14A58B287388},30,kattega tee (katte liik teadmata)
2112, ,,jalgrada,{A7DFFDA9-A480-428B-A4AF-5F25ED545A0E},50,pinnastee
2113, ,,jalgrada,{E313867F-2DF4-46F5-9A25-F5AB5013CBC1},50,kruusatee
2114, ,,kvartalisisene tänav,{737720FD-0DEE-4EE5-AE60-6B01A5304CD2},50,kattega tee (katte liik teadmata)
2115, ,,kvartalisisene tänav,{D9C09229-B664-4279-8F84-66BA8B43E571},30,teadmata
2116, ,,kõrvaltänav,{B9C2174D-78F3-40A9-8E60-87B27C6E32DC},50,kattega tee (katte liik teadmata)
2117, ,,jalgrada,{D4088767-9DAF-42A8-B984-C94C2DFCCE1E},50,kruusatee
2118, ,,kõrvaltänav,{263031B5-F3EA-4F39-B96C-65D3C37BC26B},50,kattega tee (katte liik teadmata)
2119, ,,kvartalisisene tänav,{58281A99-4871-4F77-A3B8-694DB8824E50},50,kattega tee (katte liik teadmata)
2120, ,,kõrvaltänav,{90911AE9-7205-499A-AA1A-D4DA9A6E4249},50,kattega tee (katte liik teadmata)
2121, ,,jalgrada,{D470DF32-D29B-457A-BCBC-8035BAC48C5D},50,kruusatee
2122, ,,kõrvaltänav,{73618F9B-3529-40C2-BE92-37AA7D244847},90,kruusatee
2123, ,,kvartalisisene tänav,{DEA425A9-25BE-4907-B40A-19026D3B008D},50,kattega tee (katte liik teadmata)
2124, ,,jalgrada,{E68B817A-E647-44C1-919B-DD5F43C455C5},50,pinnastee
2125, ,,kvartalisisene tänav,{8B8E18FB-06B0-419D-9736-53EF6E8F65CF},50,kattega tee (katte liik teadmata)
2126, ,,muu tee,{FCA5A639-E41F-4E01-9CB9-2D29490B8325},50,Killustikmastiksasfalt
2127, ,,kvartalisisene tänav,{035FABB6-AAD5-411F-990A-985652AACA18},50,kattega tee (katte liik teadmata)
2128, ,,jalgrada,{6E1B7AD4-6AF5-468F-A268-4EEED692A36D},50,kruusatee
2129, ,,jalgrada,{FBCAAAE5-EAEE-4F4D-9202-03F0CA4923B3},50,kruusatee
2130, ,,kvartalisisene tänav,{04DDB3EA-80C7-4BC8-BCC6-13ACBF05D10E},50,kattega tee (katte liik teadmata)
2131, ,,kvartalisisene tänav,{AF1DBFCB-72FB-4D5F-BA57-5372C71EFEEF},30,kruusatee
2132, ,,kvartalisisene tänav,{C207C120-8DA9-4248-B819-BB07FBFDB6C5},50,kattega tee (katte liik teadmata)
2133, ,,jalgrada,{81C2775C-F879-4B8A-8A95-072C6C11D567},50,kruusatee
2134, ,,kvartalisisene tänav,{07F93BFF-BAD7-4970-ADA6-39F3B8810727},50,kattega tee (katte liik teadmata)
2135, ,,kvartalisisene tänav,{6E9EEB4C-FD92-47E0-998C-6FF420E6869B},50,kattega tee (katte liik teadmata)
2136, ,,planeeritav tee,{6781E6DA-8C05-45E5-8CEC-AC1DD43F8B18},50,teadmata
2137, ,,jalgrada,{0D626FC3-4215-416D-BF95-26B70F97F50B},50,kruusatee
2138, ,,kõrvaltänav,{73B96929-6D90-4FE1-B4E2-F1867FB899C9},50,kattega tee (katte liik teadmata)
2139, ,,kvartalisisene tänav,{4083E41C-8F5A-4561-93E8-DBD6B67C3B31},50,kattega tee (katte liik teadmata)
2140, ,,kvartalisisene tänav,{4E3554F3-5E0C-4CC9-9F76-A0CBFA170B10},50,kattega tee (katte liik teadmata)
2141, ,,kvartalisisene tänav,{5BAD683F-8AD7-4B42-B751-24909DEC5DC6},50,kattega tee (katte liik teadmata)
2142, ,,kvartalisisene tänav,{59111CA3-7536-42D6-ABF2-46556144256D},50,kattega tee (katte liik teadmata)
2143, ,,jalgrada,{6BFD28E0-0396-4B37-9E7A-7A2EBA3967D8},90,pinnastee
2144, ,,kvartalisisene tänav,{683FB772-A28F-4FB9-AEE9-F3A4C73AFDB4},90,kattega tee (katte liik teadmata)
2145, ,,kvartalisisene tänav,{D583B4F7-5F9E-407F-B774-92F92B4BF962},50,kattega tee (katte liik teadmata)
2146, ,,kvartalisisene tänav,{3314F3A8-7EC1-4C27-88E6-8F79D9AADDA0},10,kattega tee (katte liik teadmata)
2147, ,,kvartalisisene tänav,{2D79C4E9-040E-44B1-8E2A-5DEEA3E76831},50,kattega tee (katte liik teadmata)
2148, ,,kvartalisisene tänav,{FBEBA02F-291E-4D4F-B210-056866B5EE89},50,kattega tee (katte liik teadmata)
2149, ,,jalgrada,{B97B86D1-0930-4E23-9C17-A2422CA5C5FE},50,kruusatee
2150, ,,kvartalisisene tänav,{D29D9EC8-1626-40D6-B125-D3D40A6791E4},10,kattega tee (katte liik teadmata)
2151, ,,kvartalisisene tänav,{EFDC9E6B-8C74-4667-AC08-7788B6C1D8DA},50,kattega tee (katte liik teadmata)
2152, ,,kvartalisisene tänav,{76FA08EF-2AA7-4849-9F95-3B3B51DC3141},50,kattega tee (katte liik teadmata)
2153, ,,jalgrada,{339EDCF9-63F4-4576-BA58-76999707742D},50,kruusatee
2154, ,,kvartalisisene tänav,{BF9B021B-0D14-4305-8C2F-C6BA50CC0356},10,kattega tee (katte liik teadmata)
2155, ,,kvartalisisene tänav,{AB2E205C-357C-49F5-9564-D3C2470DEFDC},50,kruusatee
2156, ,,kvartalisisene tänav,{16CE8670-B9BC-45B1-94DE-82844C23CF38},50,kattega tee (katte liik teadmata)
2157, ,,kvartalisisene tänav,{27CE64AB-C53D-4DB1-8376-923CDDD8A6DE},50,kattega tee (katte liik teadmata)
2158, ,,kvartalisisene tänav,{38D0F86B-2205-42D1-81FA-F49F927E67F5},10,kattega tee (katte liik teadmata)
2159, ,,kvartalisisene tänav,{163A0C40-F83B-4AF9-A35E-EF7E4141F2CD},50,kattega tee (katte liik teadmata)
2160, ,,kvartalisisene tänav,{CAC92C25-0C23-4BFE-BC6B-56413C7282AF},50,kruusatee
2161, ,,kvartalisisene tänav,{B43BBF8B-55F0-4AD6-9AA0-3069C79A9AB1},50,kruusatee
2162, ,,kvartalisisene tänav,{58525A64-7AB3-45D7-8C90-A82E1DBF8E13},10,kattega tee (katte liik teadmata)
2163, ,,kvartalisisene tänav,{E0995CC0-5539-4E1A-90AE-09E6071EB056},50,kattega tee (katte liik teadmata)
2164, ,,kvartalisisene tänav,{EC5C23C1-2AF8-4E31-8F74-20A8C6624586},90,kattega tee (katte liik teadmata)
2165, ,,kvartalisisene tänav,{DAFAB717-0BA2-427D-AB15-AB9828D68828},50,kattega tee (katte liik teadmata)
2166, ,,kvartalisisene tänav,{5F360D01-F979-4E4C-A207-68B4A797FCA1},30,kattega tee (katte liik teadmata)
2167, ,,kvartalisisene tänav,{F9C9D0BE-779D-4834-BACF-19C37E913AAC},50,kattega tee (katte liik teadmata)
2168, ,,kõrvaltänav,{7ABCD8F0-6BDD-407A-B41C-546BC65ADBB9},50,kattega tee (katte liik teadmata)
2169, ,,jalgrada,{135C2E39-3B76-473F-975F-88E4781A9AC7},50,kruusatee
2170, ,,kvartalisisene tänav,{E9EE875A-8EDA-4356-86FE-946D2B1FFFBC},50,kattega tee (katte liik teadmata)
2171, ,,kvartalisisene tänav,{714B78B1-CA4A-4BFF-B7A5-090B342A4E84},50,kattega tee (katte liik teadmata)
2172, ,,jalgrada,{07AD8576-5ACD-4465-B5D3-2520DAAE73A1},50,pinnastee
2173, ,,kvartalisisene tänav,{AA8D001D-1D8E-4D88-B7E3-CA56B159497F},50,kattega tee (katte liik teadmata)
2174, ,,kvartalisisene tänav,{8B25B50B-88B5-4923-BF58-95CA9B60DC7F},10,kattega tee (katte liik teadmata)
2175, ,,kvartalisisene tänav,{E5E4859B-AD3B-4D52-A539-54658B1376F5},50,kattega tee (katte liik teadmata)
2176, ,,jalgrada,{69C39501-39A1-438E-91C2-0ECF8CE971AA},50,pinnastee
2177, ,,jalgrada,{F6AE1399-4697-47D4-9C2C-E980E0EF93A9},50,kruusatee
2178, ,,kvartalisisene tänav,{44ECFB75-0106-4DCD-9F78-CE22C93F21D4},10,kattega tee (katte liik teadmata)
2179, ,,kvartalisisene tänav,{ACAF5E6E-D6AE-4C5B-B739-B59566CB451A},50,kattega tee (katte liik teadmata)
2180, ,,jalgrada,{090BE4CA-0B43-48EB-BAB3-5F230F1FE97B},50,pinnastee
2181, ,,jalgrada,{03CC24A8-CD1E-44C1-9331-E2B8AA5BD95E},50,kruusatee
2182, ,,jalgrada,{BC52E789-8DE9-4EF2-901E-C26EE7065137},50,kruusatee
2183, ,,kvartalisisene tänav,{AE5E21CB-789C-4D0B-8FFD-20233484979D},50,kattega tee (katte liik teadmata)
2184, ,,kvartalisisene tänav,{95DFB707-9604-4135-BA32-8C2221DEC69A},50,kattega tee (katte liik teadmata)
2185, ,,kvartalisisene tänav,{A0EEFC9B-D7AD-4889-901F-67D625B10675},50,kattega tee (katte liik teadmata)
